"ID","word","translation","explanation","area","creater","createdDate"
"731","671","видео карт ","Дэлгэцнээ дүрс үүсгэж гаргах зориулалттай өргөтгөл карт.  Видео карт нь мөн хоёр болон гурван хэмжээст дүрсийг шуурхай рендерлэх, видео декодлох, ТВ тюнер болон ТВ гаргалт хийх, олон монитортой холболт үүсгэх гэх зэрэг нэмэлт үүрэг гүйцэтгэх чадвартай. Харьцангуй өндөр хүчин чадалтай видеокарт нь компьютер тоглоом, гурван хэмжээст график боловсруулах гэх мэт тусгай зориулалттай. ","12","dugarchuluun@yandex.ru","2015-11-10 05:34:08"
"732","672","видео дисплей терминал ","Дэлгэц, товчлуурт гар, хулгана оролцсон оролт, гаралтын төхөөрөмж.  Мэйнфрэйм гэх мэт нүсэр компьютер системтэй харьцах оруулалт/гаргалтын үндсэн төхөөрөмж нь видео дисплей терминал юм. ","12","dugarchuluun@yandex.ru","2015-11-10 05:34:26"
"733","673","video graphic array (vga)","Анх 1987 онд IBM компаниас гаргасан компьютер дисплейн стандарт. VGA нь 320х200 пикселийн нарийвчлалтай нөхцөлд 256 өнгө, илүү тод 640х480 пикселийн нарийвчлалтай бол 16 битийн өнгө дэмжинэ.  VGA стандарт нь компьютерт тухайн төхөөрөмжийн драйвер суугдахаас өмнө ямарваа график техник төхөөрөмжийн шууд дэмжиж чаддаг хамгийн доод нарийвчлал юм.  VGA стандартын албан ёсны залгамжлагч нь IBM XGA стандарт байсан боловч хожмоо SVGA гэгдэх болсон VGA-ийн илүү нарийвчлалтай янз бүр верс халааг нь авчээ.  Мөн 640х480 дэлгэцийн нарийвчлалыг тусад нь VGA хэмээн нэрлэдэгээс гадна янз бүр нарийвчлалтай аналог видеодохио дамжуулах зориулалттай 15 контакт бүхий D-Subminiature  коннекторыг ч ингэж нэрлэдэг.","12","dugarchuluun@yandex.ru","2015-11-10 05:34:49"
"734","674","видео хостинг үйлчилгээ, видео байршуулах үйлчилгээ","Интернэт вэбсайтад хувь хүмүүс видеоматериал ачих (upload) бололцоо олгодог үйлчилгээ. Видео хост тухайн видео материалыг сервертээ хадгалж, материалыг байршуулсан хэрэглэгчийн тохируулгаас хамааран бусдад харагдана. Видео хостинг үүрэг гүйцэтгэж байгаа вэбсайтыг ихэвчлэн видео хуваалцах вэбсайт (videosharing website) гэж нэрлэдэг.  ","12","dugarchuluun@yandex.ru","2015-11-10 05:35:20"
"735","675","видео санах ой ","График процессор, график картнаас дэлгэцийн төхөөрөмж рүү гаргах шаардлагатай мэдээллийг хадгалах зориулалттай чөлөөт хандалттай санах ой (RAM). Орчин үеийн гурван хэмжээст график карт нь үүний зэрэгцээ 3D вектор өгөгдөл, текстур (texture), арын буфер (backbuffer), оверлэй (overlay) болон график процессорын программ хадгалдаг. ","12","dugarchuluun@yandex.ru","2015-11-10 05:35:35"
"736","676","виртуал офис ","Их төлөв виртуал телефоны болон факсын дугаар, мэдээлэл болон шуудан хүлээн авахад шаардлагатай байгууллагын албан хаяг, мөн орж ирж буй дуудлага хүлээн авах үйлчилгээ, нарийн бичгийн даргын үйлчилгээ, вэб-хостинг, ажил хэргийн уулзалт, хэлэлцээний өрөө болон хурлын танхимын түрээс зэргийг хамарсан коллектив хэрэглээний офисын үйлчилгээг илтгэдэг нэр томъёо. Виртуал офис нь мөн хамтран ажиллаж буй баг бүлэг Интернэтийн холбооны давуу боломж ашиглан үр дүнтэй ажил хэрэг явуулах орчинг тодорхойлсон утгаар хэрэглэгдэнэ.  Энэхүү нэр томъёо нь утгын хувьд бүрэн төлөвшиж амжаагүй. Учир нь виртуал офисын үйлчилгээ эрхэлдэг зарим нийлүүлэгчид корпоратив нарийн бичгийн дарга, нягтлан бодох, өмгөөлөгчийн үйлчилгээ хамарсан корпоратив болон аутсорсингийн үйлчилгээ түлхүү эрхэлдэг. Гэтэл өөр зарим нийлүүлэгчид тодорхой офисын баг бүрэлдэхүүний алслагдмал ажлын нөхцлийг хангахад зориулагдсан мэдээллийн технологийн дэд бүтэц үүсгэхтэй холбоотой үйлчилгээ түлхүү эрхэлж байна. Уг тохиолдолд виртуал оф","12","dugarchuluun@yandex.ru","2015-11-10 05:35:54"
"737","677","виртуал тогтнол ","Бодит эсвэл төсөөллийн ертөнцийг компьютерээр дууриалган загварчилсан орчин. Орчин үеийн виртуал тогтнолын орчин их төлөв компьютерийн дэлгэц, тусгай дисплей, стерео нүдний шилээр харагдах, чихэвч, бээлий, толгойн өмсгөл болон бусад тусгай төхөөрөмжийн тусламжтай сонсогдох, мэдрэгдэх, хүрэлцэх гэх мэт визуал сэтгэгдэлд түшиглэдэг. Виртуал тогтнолын загварчлалыг компьютер тоглоомонд ашигладгаас гадна инженер дизайн, анагаах ухааны зориулалтаар, мөн нисгэгч, жолооч, байлдагчийн дасгал сургуулилтанд ашиглаж байна.","12","dugarchuluun@yandex.ru","2015-11-10 05:36:17"
"738","678","вирус","Хэрэглээний эсвэл системийн программ дотор далдлагдаж, өөрийгөө бусад программ руу хуулбарлан, их төлөв техник хангамж, программ хангамж, файл эсвэл тодорхой өгөгдөлд гэмтэл учруулж явдаг нуугдмал программын команд.","12","dugarchuluun@yandex.ru","2015-11-10 05:36:40"
"739","679","визуал программчлалын хэл ","Программын элементүүдийг текстээр (диаграман программчлалаар) зааж өгөхөөс илүүтэй график аргаар манипуляцладаг программ үүсгэдэг программчлалын хэл. Визуал программчлалын хэл нь синтакс (syntax) болон дэд тэмдэглэгээ (secondary notation) ашигласан текст, график тэмдэгтийн визуал илэрхийлэл, орон зайн зохицуулалттай программчлал үүсгэх боломж олгоно.  Визуал программчлалын хэлийг ашиглаж буй визуал илэрхийллийн төрөл, өргөжилт зэргээр нь айкон суурьтай хэл (icon based languages), маягт суурьтай хэл (form based languages), диаграмм хэл (diagram languages) гэж ангилж болдог. Орчин үед онлайн дебаг (online debugging) буюу сүлжээгээр алдааны оношлогоо засвар хийхээр программын төлөвт шууд хандах, программыг автоматаар үүсгэх, баримтжуулах боломж үүсгэхийн төлөө визуал программчлалын аргыг өгөгдлийн урсгалын программчлалтай (dataflow programming) нэгтгэх оролдлого хийж байна. Өгөгдлийн урсгалын программчлал нь ирээдүйд программчлалын агуу ололтын нэгэнд тооцогдож болзошгүй автомат зэрэгцүүл","12","dugarchuluun@yandex.ru","2015-11-10 05:37:05"
"740","680","дуут шуудан, ви-мэйл ","хариулагч (answering machine) гэх мэтчилэн дуут зурвас (voice message) дамжуулдаг аливаа системийг ингэж нэрлэж болдог.  ","12","dugarchuluun@yandex.ru","2015-11-10 05:37:31"
"741","681","хоолой гаргах төхөөрөмж ","Оруулалт (Input) хийсний дараа дуу хоолойгоор хариулт өгдөг гаргалтын (output) аливаа төхөөрөмж.  Хоолой гаргах төхөөрөмж нь телефон систем, ундаа зардаг автомат, хүүхдийн тоглоом зэрэгт өргөн ашиглагддаг технологи юм.","12","dugarchuluun@yandex.ru","2015-11-10 05:37:48"
"742","682","хоолой танихуй ","Ярьж буй хүний дуу хоолойн өнгөөр яриаг нь таньж тоон дохио болгон хувиргадаг технологи. Хоолой таних технологи нь зөвхөн тухайн тодорхой хүний яриаг хоолойн өнгөөр нь танихад үндэслэгддэг бол speech recognition буюу яриа таних технологи нь янз бүр дуу хоолойг ялгаж, дурын хүний яриа таних чадвартай.","12","dugarchuluun@yandex.ru","2015-11-10 05:38:13"
"743","683","тэжээлээс хамааралт санах ой ","Тэжээлээс хамааралт санах ой ","12","dugarchuluun@yandex.ru","2015-11-10 05:38:32"
"744","684","хүчдэлийн регулятор ","Хүчдэлийн түвшинг автоматаар тогтмол байлгадаг цахилгаан тогтворжуулагч. Заримдаа line conditioner буюу шугамын тогтворжуулагч гэсэн ерөнхий нэрээр нэрлэдэг.  Хүчдлийн регулятор нь цахилгаан тэжээлийн хүчдэл унаснаас гэрэл анивчих, хэт халуун өдөр эрчим хүчний хангамж заагдсан хэмжээнд хүрэхгүй болох үед компьютерийг гэмтэхээс хамгаална. ","48","dugarchuluun@yandex.ru","2015-11-10 05:38:59"
"745","685","vrml, виртуал тогтнол загварчлалын хэл ","Вэб зориулалттай, гурван хэмжээст, интерактив вектор графикийн (vector graphics) стандарт файлийн формат. Анх Virtual Reality Markup Language (Виртуал тогтнолын тэмдэглэгээний хэл) гэж нэрлэгддэг байсан уг форматыг хожим нь орчин үеийн шинэ X3D формат хэрэглээнээс шахжээ. ","12","dugarchuluun@yandex.ru","2015-11-10 05:39:37"
"746","686","нэвт туулал","Программ хангамж хөгжүүлэх ажиллагаатай холбоотой тохиолдолд уг нэр томъёо нь алгоритм эсвэл эх кодыг оруулалтын (input) нөхцөл, сонголтонд заагдсан дамжлага бүрээр нэг бүрчлэн судлаж, шалгах процесс. Компьютер видео тоглоомтой холбогдох нөхцөлд тодорхой тоглоомыг хэрхэн тоглож дуусгах тухай баримт.  ","10","dugarchuluun@yandex.ru","2015-11-10 05:40:14"
"747","687","вэб суурьтай хэрэглэгчийн интерфэйс, вэб интерфэйс ","Оруулалт (input) хүлээн аваад гаргалгааг нь (output) вэб хөтөчийн (web browser) тусламжтай вэб хуудсаар харуулдаг интерфэйс. ","48","dugarchuluun@yandex.ru","2015-11-10 05:40:53"
"748","249","вэб браузэр, вэб хөтөч, вэб хөтлүүр ","Компьютер дээр веб сайт үзэх, хайх үндсэн зориулалттай программ хангамж. Вэб хөтөчгүй бол интернэтийн World Wide Web гэгддэг хэсгийг хэрэглэгч ашиглаж чадахгүй. Вэб браузэрээр мөн хувийн сүлжээн (private network) дэх вэб серверт байгаа мэдээлэл эсвэлфайл системд (file system) байгаа файлтай харьцаж болдог. ","12","dugarchuluun@yandex.ru","2015-11-10 05:41:16"
"749","688","вэб контент ","Вэбсайтнаас хэрэглэгч олж авч, мэдэж болох текст, дүрс, дуу авиа болон анимацан контент (content). ","12","dugarchuluun@yandex.ru","2015-11-10 05:41:34"
"750","689","вэб каталог ","Бусад вэбсайтууд руу товч тодорхойлолттойгоор холбосон холбоос бүхий төрөлжүүлэн ангилж, тодорхой бүтэцтэйгээр цэгцэлсэн каталог.  Вэб каталог нь хэрэгцээт веб сайт хайх ажиллагааг хөнгөвчилж өгнө. ","12","dugarchuluun@yandex.ru","2015-11-10 05:42:00"
"751","690","вэб хостинг үйлчилгээ, вэб байршуулах үйлчилгээ ","Хувь хүмүүс, албан байгууллагын вэбсайтыг Даян Дэлхийн Вэбээр дамжуулан харьцахуйц болгодог интернэт хостинг үйлчилгээний (internet hosting service) нэг төрөл. Сервер дээрээ клиентүүдийн хэрэглээнд зориулан зай эзэмшүүлэх буюу түрээсэлдэг компанийг вэб хост (web host) гэнэ.","12","dugarchuluun@yandex.ru","2015-11-10 05:42:21"
"752","250","вэб хуудас ","Даян Дэлхийн Вэбэд (World Wide Web) байрлаж, вэб браузэр (web browser) ашиглан харьцдаг сурвалж (resource) буюу мэдээлэл. Ийм мэдээлэл нь ихэвчлэн HTML эсвэлXHTML форматтай, мөн өөр бусад вэб хуудас руу гипертекст холбоосоор (hypertext link) холбоотой байж болдог. ","12","dugarchuluun@yandex.ru","2015-11-10 05:42:43"
"753","691","вэб портал, интернэт портал ","Ганц вэбсайтны хүрээнд электрон шуудан, вэб хайгуул, цаг уур, мэдээ, хувьцааны үнэ ханш, форум, хэлэлцүүлэг, санал асуулга, зугаа цэнгээн гэх мэт төрөл бүрийн интерактив үйлчилгээ явуулдаг вэбсайт. Нийтийн (public) вэб порталын жишээнд Yahoo!, AOL, MSN зэргийг дурдаж болно.","12","dugarchuluun@yandex.ru","2015-11-10 05:42:59"
"754","692","вэбсайт","Ихэвчлэн нэг IP хаяг, домэйн нэрийн (domain name) доор нэгтгэмэл, хоорондоо уялдаатай вэб хуудас, зураг, видео болон бусад тоон мэдээллийн цогц цуглуулга.  Вэбсайт хадгалах зориулалттай серверийг вэб сервер, вэб серверт вэбсайт байршуулахыг вэб хостинг (web hosting) гэж нэрлэдэг. Ямарваа вэбсайт нь дор хаяж нэг вэб серверт байрлах бөгөөд Интернэт эсвэл хувийн локал сүлжээгээр дамжуулан вэбсайттай харьцана. Клиентээс (client) серверт байгаа вэбсайттай шууд харьцахад HTTP протокол ашигладаг.    Бүх вэбсайт нийлээд Даян Дэлхийн Вэбийг (World Wide Web) бүрдүүлнэ. Интернэт сүлжээнд вэбсайтаас гадна гар утсанд зориулагдсан WAP сайт мөн хэрэглэгддэг. ","12","dugarchuluun@yandex.ru","2015-11-10 05:43:18"
"755","693","вэб серфинг ","Хулганын товчлуур товшин вэб хуудаснаас вэб хуудас руу  шилжих ажиллагааг зүйрлэсэн хэллэг. Телевизорын зайн удирдлагын (remote control) товчлуур даран сувгаас сувагт шилжүүлэхийг “Channel surfing” гэж хэлдэг байснаас уг хэллэг дам үүсчээ.  Уг хэллэг нь мөн интернэт буюу вэбээр аялах, интернэтэд цаг өнгөрүүлэх гэсэн утгаар хэрэглэгдэнэ.","12","dugarchuluun@yandex.ru","2015-11-10 05:43:36"
"756","694","өргөн бүсийн сүлжээ","Шугамын холболтын цар хүрээ нь дүүрэг хот, бүс нутаг эсвэлулс орны хил хязгаараас давдаг компьютер сүлжээ. Уг нэр томъёо нь өрөө тасалгаа, байшин барилга, оюутны хотхон кампус, дүүрэг хот, том хот зэргээр хязгаарлагддаг персональ сүлжээ (personal area network, PAN), локал сүлжээ (local area network, LAN), кампус сүлжээ (campus area network, CAN), метрополитэн сүлжээ (metropolitan area network, MAN) гэх мэт нэр томъёоноос ялгагдах үүднээс хэрэглэгдэнэ.","12","dugarchuluun@yandex.ru","2015-11-10 05:43:57"
"757","695","цонх","Дэлгэцнээ ихэвчлэн тэгш өнцөгт хэлбэртэй харагддаг хэрэглэгчийн визуал  интерфейс. Цонх нь тодорхой процессийн гаргалгаа (output) болон болзошгүй оруулгыг (input) харуулдаг бөгөөд хулгана эсвэл товчлуурт гар ашиглан харьцаж ажиллуулна. Хэрэглэгчийн график интерфэйс (graphical user interface) нь цонх өргөн ашигладаг.  Цонх нь дэсктоп (desktop) дээр хоёр хэмжээст объект болж байрлана. Хэмжээг нь ихэсгэж, багасгаж, далдалж, сэргээж, хааж болно. Текст боловсруулалт, электрон хүснэгт болон графикийн гэх мэт тус бүр өөр өөр хэрэглээний программ харуулсан хэд хэдэн цонхыг компьютерийн дэлгэцнээ гаргаж болдог.","6","dugarchuluun@yandex.ru","2015-11-10 05:44:21"
"758","696","windows 2000 (win2k, w2k, windows nt 5.0, код нэр cairo) ","Microsoft корпорацаас 2000 оны 2 сарын 17-нд Windows NT 4.0-ийн залгамжлагч болгож гаргасан, бүүт дэлгэцэндээ (boot screen) “Windows NT” тэмдэглэгээ бүхий хамгийн сүүлчийн Microsoft Windows үйлдлийн систем.  Windows 2000 нь дотроо Professional, Server, Advanced Server, Datacenter Server гэсэн дөрвөн хэвлэлтэй (edition). Мөн 2001 онд 64 битийн Intel Itanium микропроцессорт ажилладаг Windows 2000 Advanced Server Limited Edition болон Windows 2000 Datacenter Server Limited Edition гаргажээ.","12","dugarchuluun@yandex.ru","2015-11-10 05:48:56"
"759","697","windows 3.x ","1990-1994 оны хооронд гарч байсан Microsoft компаний бүл үйлдлийн системийн ерөнхий нэр. Нийт Windows 3.0, Windows 3.1x (3.1, 3.11), Windows 3.2 гэсэн гурван хувилбар гарчээ. Хэрэг дээрээ Windows 3.х нь жинхэнэ үйлдлийн систем биш, DOS үйлдлийн системд хэрэглэгчийн график интерфэйсийн бүрхүүл хэрэглэсэн үйлдлийн орчин (operating environment) байлаа.  Үүний зэрэгцээ MS-DOS байхгүй, цэвэр 32 битийн кодоос бүрддэг Windows NT үйлдлийн системийн 3.x (3.1, 3.5 ба 3.51) гэсэн тусдаа хувилбар бас байв. Windows 3.0 версхувилбар хэрэглээнд өргөн тархаж чадсаны ачаар Microsoft компани график интерфэйс бүхий үйлдлийн системийн салбарт хүчтэй өрсөлдөгч болон гарч иржээ.","12","dugarchuluun@yandex.ru","2015-11-10 05:49:16"
"760","698","windows 7","Код нэр Vienna, Windows NT 6.1) Гэрийн болон бизнес хэрэглээний дэсктоп, лэптоп, планшет компьютер (tablet pc), медиа центр компьютер гэх мэт персональ компьютерт зориулан, Windows Vista үйлдлийн системийн халаа болгож Microsoft компаниас гаргасан Windows NT бүлийн үйлдлийн систем. Windows Vista гарснаас хойш гурван жил хүрэхгүй хугацаа өнгөрсний дараа, 2009 оны 10 сарын 22-нд жижиглэн худалдаанд гарчээ. Зөвхөн 64 битийн процессорт ажилладаг, сервер зориулалттай хувилбар нь Windows Server 2008 R2 нэртэйгээр гарсан.  Зах зээл, зориулалтын хувьд хоорондоо ялгагддаг Starter, Home Basic, Home Premium, Professional, Enterprise, Ultimate гэсэн хэвлэл (edition) буюу хувилбартай. Starter аас бусад бүх хэвлэл 32 бит (x86) болон 64 битийн (x64) архитектуртай процессор дэмжинэ.","12","dugarchuluun@yandex.ru","2015-11-10 05:49:39"
"761","699","windows 9.x ","Microsoft корпорацийн Windows 95, Windows 98, Windows Me үйлдлийн системийн аль нэгийг эсвэл нийтэд нь заасан утгатай ерөнхий нэршил.","12","dugarchuluun@yandex.ru","2015-11-10 05:49:56"
"762","700","windows 95 ","(Код нэр Chicago) Microsoft компаниас 1995 оны 8 сарын 24-нд хэрэглэгчийн (consumer) зах зээлд зориулан гаргасан 16 болон 32 битийн холимог үйлдлийн систем. Хожим нь Windows-ийн дараач үеийн бүх хувилбаруудад хэрэглэгддэг болсон айкон (icon) бүхий дэсктоп (desktop), удирдлагын панель (control panel), “Start” цэс зэргийг ашигласан анхны Windows систем. Microsoft компани 2002 оны 12 сарын 31-нээр Windows 95 үйлдлийн системийн дэмжлэгийг тасалбар болгожээ.","12","dugarchuluun@yandex.ru","2015-11-10 05:50:13"
"763","701","windows 98 ","(Код нэр Memphis) Microsoft компани 1998 оны 6 сарын 25-нд гаргасан график үйлдлийн систем. Windows 95-ийн сайжруулсан хувилбар болох уг үйлдлийн систем мөн л MS-DOS суурьтай, 16/32 битийн холимог бүтээгдэхүүн байв. 1999 оны 5 сарын 5-нд сайжруулсан хоёр дахь хувилбар нь Windows 98 SE (Second Edition) нэрээр гарсан.  Microsoft компани Windows 98-ийн дэмжлэгийг 2004 оны 7 сарын 16-наар зогсоох төлөвлөгөөтэй байсан ч хэрэглээний тархац асар их байсантай холбоотойгоор 2006 оны 7 сарын 11 хүртэл сунгажээ.","12","dugarchuluun@yandex.ru","2015-11-10 05:50:33"
"764","702","windows ce ","Windows Embedded Compact, Windows Embedded CE, WinCE) Халаасны персональ компьютер (Personal Digital Assistant, PDA), гар утас, шигтгэмэл систем (embedded system) зэрэгт зориулагдсан Microsoft Windows үйлдлийн системийн тусгай хувилбар. Орчин үеийн Windows CE нь ширээний персональ компьютерт зориулсан Windows-ийн цомхтгож “тайрсан” хувилбар биш, тэс өөр цөм (kernel) бүхий үйлдлийн систем болж хувирчээ. Windows CE нь Intel x86 болон х86-тай зохицдог (compatible), MIPS, ARM, Hitachi SuperH зэрэг процессор дэмждэг. ","12","dugarchuluun@yandex.ru","2015-11-10 05:50:55"
"765","703","(windows me, windows me)","Microsoft корпорац 2000 оны 9 сарын 14-нд гаргасан холимог 16/32 битийн үйлдлийн систем. Шинэ гуравдагч мянган жилийн ойд зориулан уг үйлдийн системийг Millennium Edition (лат. millennium – мянган, мянган жил) хэмээн нэрлэжээ.  Хуучин Windows 95 болон Windows 98 үйлдлийн системээс дотоод бүтцийн ялгаа бага, системийн интерфэйсэд анх Windows 2000-д хэрэглэгдсэн зарим элементийг авч ашигласан. Уг үйлдлийн систем нь стандарт тохиргоотой нөхцөлд MS-DOS горим хаалттай байдаг тул ийм горимд ажилладаг программ ашиглах боломжгүй. Гэхдээ тусгай хэрэглүүр ашиглан уг функцийг нээлттэй болгож болдог. ","12","dugarchuluun@yandex.ru","2015-11-10 05:51:17"
"766","704","windows nt ","Анхны хувилбар нь 1993 онд гарч, тухайн үеийн Windows бүлийн бүтээгдэхүүн - Windows 3.x болон Windows 9x-үүдээс тусдаа, зэрэгцээ хөгжиж ирсэн Microsoft-ийн бүл (family) үйлдлийн систем. Ажлын станц (workstation) болон серверт (server) зориулсан Windows NT Workstation, Windows NT Server гэсэн хоёр тусдаа версээр гардаг байв.  Уг үйлдлийн системийг анх хүчтэй дээд түвшний програмчлалын хэлэнд суурилсан, процессор хамааралгүй, олон боловсруулалт (multiprocessing), олон хэрэглэгч (multiuser) бүхий, Unix-тэй харьцуулахуйц  эд байхуйцаар тооцоолж бүтээжээ. Windows NT нь анхны цэвэр 32 битийн Windows үйлдлийн систем болдгоороо хэрэглэгчийн (consumer) зориулалт бүхий MS-DOS суурьтай, Windows 3.х болон Windows 9x 16/32 битийн гибрид үйлдлийн системээс онцгой байв.  Брэндийн нэрийн хувьд өөр хэдий ч Windows 2000, Windows XP, Windows Server 2003, Windows Vista, Windows Home Server, Windows Server 2008, Windows 7 үйлдлийн систем бүгд Windows NT суурьтай. ","12","dugarchuluun@yandex.ru","2015-11-10 05:51:31"
"767","705","windows xp","(Windows NT 5.1, Код нэр Whistler) Microsoft корпорацаас 2001 оны 10 сарын 25-нд Windows 2000 Professional болон Windows Me үйлдлийн системийн халаа болгон гаргасан Windows NT бүлийн үйлдлийн систем. Уг үйлдлийн систем нь Windows NT цөм (kernel), архитектуртайгаар бүтээгдсэн хэрэглэгчийн (consumer) зориулалттай анхны үйлдлийн систем байв. Анх клиент системд зориулагдаж гарснаараа сервер болон клиент хувилбартайгаар гардаг байсан өмнөх үеийн Windows 2000 системээс ялгардаг бөгөөд хожим нь сервер хувилбар болох XP үйлдлийн системийн цөмд (kernel) суурилсан Windows Server 2003 мөн гарчээ. Windows XP нь гэрийн хэрэглээний Windows XP Home Edition, байгууллага, албан газрын ажил хэргийн зориулалттай Windows XP Professional гэсэн үндсэн хоёр хувилбараас гадна Windows XP Tablet PC Edition, Windows XP Media Center Edition, Windows XP Embedded, Windows XP Professional x64 Edition, Windows XP Starter Edition гэх мэт үүрэг, зориулалтаараа ялгаа бүхий олон хувилбартай.  Windows XP үйлдлийн системий","12","dugarchuluun@yandex.ru","2015-11-10 05:51:52"
"768","706","windows vista ","(Код нэр Longhorn, Windows NT 6.0, WinVI) Гэрийн болон бизнес хэрэглээний дэсктоп, лэптоп, планшет компьютер (tablet pc), медиа центр компьютер гэх мэт персональ компьютерт зориулан Microsoft компаниас 2007 оны 1 сарын 30-нд нийтэд гаргасан Windows NT бүлийн үйлдлийн систем. Дотроо зах зээл болон зориулалтаараа ялгаатай Starter, Home Basic, Home Premium, Business, Enterprise, Ultimate гэсэн хувилбартай. Starter аас бусад бүх хувилбар 32 бит (x86) болон 64 битийн (x64) архитектуртай процессор дэмжинэ.  Windows XP-тэй адилаар клиент хувилбар нь анх, сервер хувилбар (Windows Server 2008) нь хожим гарчээ. Уг үйлдлийн систем Windows ХР гарснаас хойш бүтэн таван жил гаруйн дараа буюу Windows үйлдлийн системийн түүхэнд хамгийн удаж байж гарсан бүтээгдэхүүн.","12","dugarchuluun@yandex.ru","2015-11-10 05:52:09"
"769","707","ворд","Төв процессор нэг дор бүгдийг нь боловсруулж, хадгалж чадах тогтмол хэмжээгээр бүлэглэсэн бит (bit).  Орчин үеийн компьютер ихэвчлэн 16, 32, 64 битийн хэмжээтэй вордтой.","10","dugarchuluun@yandex.ru","2015-11-10 05:52:33"
"770","708","текст боловсруулах программ ","Текстэн материал үүсгэж, засварлах, хянах, хадгалах, хэвлэх чадвартай хэрэглээний программ хангамж. Текст боловсруулах программ нь хүмүүст компьютерээр захиа, зар, тэмдэглэл, тайлан болон эх бичмэл хийх боломж олгоно. Microsoft Word нь текст боловсруулах программын жишээ болно. ","6","dugarchuluun@yandex.ru","2015-11-10 05:52:51"
"771","709","workgroup тооцоолол ","(англ. ажлын бүлэг) Workgroup нь тодорхой ажил үүргийн дагуу хамтран ажиллаж буй хүмүүс компьютер сүлжээгээр хоорондоо холбогдож, ","6","dugarchuluun@yandex.ru","2015-11-10 05:53:20"
"772","710"," дэлхийн вэб, вэб ","(WWW, The Web, W3)  Интернэтэд хадгалагддаг хоорондоо холбоотой гипертекст (hypertext) баримтын систем.  Сая сая вэб-серверээс бүрддэг дэлхийн вэб доторх сурвалжын (resource) ихэнх нь гипертекст (hypertext) баримт материал. Дэлхийн вэбэд байрлуулсан ийм гипертекст баримт материалыг вэб-хуудас (web page) гэж нэрлэдэг. Нэг ерөнхий сэдэв, хийц загвар бүхий, хоорондоо холбоостой (link), ихэнхдээ нэг вэб-серверт байрладаг олон вэб-хуудсыг вэб-сайт (web-site) гэнэ. Вэб хуудсыг компьютертээ ачаалах, үзэхийн тулд вэб браузэр (web browser) хэмээх тусгай программ ашиглана.  Мэдээллийн технологид хувьсгал хийсэн дэлхийн вэб нь интернэт хөгжих үндэс болжээ. Ийм учраас хэдийгээр утгын хувьд ялгаатай боловч интернэт гэж буй тохиолдолд зөвхөн вэб гэсэн утгаар ашиглах нь олонтоо тохиолдоно. ","48","dugarchuluun@yandex.ru","2015-12-07 00:33:57"
"773","711","w3c,  дэлхийн вэб консорциум ","Дэлхийн Вэбийн олон улсын стандартчлалын байгууллага. Уг консорциум нь Даян Дэлхийн Вэбийн стандартыг хамтран хөгжүүлэх зорилготой гишүүн орнуудаас бүрдэнэ. 2009 оны 9 сарын байдлаар 357 гишүүнтэй. W3C нь мөн вэбтэй холбоотой боловсрол, зөвлөлгөө, программ хангамж хөгжүүлэх, нээлттэй форум өрнүүлэх зэрэг үйл ажиллагаа эрхэлдэг. ","48","dugarchuluun@yandex.ru","2015-12-07 00:33:26"
"774","712","өргөжилттэй тэмдэглэгээний хэл","Даян дэлхийн вэб консорциумаас (World Wide Web Consortium) гаргасан тэмдэглэгээний хэл (markup language). XML нь (тухайн өгөгдлийн баазын файлын оронд) бүтэцжсэн өгөгдөл хадгалах, программ хооронд мэдээлэл солилцох үндсэн дээр XHTML гэх мэт илүү төрөлжсөн тэмдэглэгээний хэл үүсгэх зориулалтай.  Төрөл бүрийн мэдээлэл боловсруулах системийн хооронд өгөгдөл дамжуулахад, ялангуяа Интернэт сүлжээ ашиглан бүтэцжсэн өгөгдөл дамжуулахад зохицоо сайтай байлгах үүднээс XML-ийг боловсруулан хөгжүүлжээ. 2009 оны байдлаар RSS, Atom, SOAP, XHTML гэх мэт XML суурьтай олон зуун хэл үүсэн хөгжиж байна. XML суурьтай формат нь Microsoft Office (Office Open XML), OpenOffice.org (OpenDocument), Apple-ийн iWork гэх мэт ихэнх офисийн ажлын хэрэглүүрийн үндсэн формат болжээ. ","12","dugarchuluun@yandex.ru","2015-11-10 05:54:46"
"778","715","нийтийн хэрэглээний суурин телефон холболтын системийн нийт багтаамж","Нийтийн хэрэглээний суурин телефон холболтын системийн нийт багтаамж гэдэг нь тухайн холболтын станцад холбогдож болох суурин телефон хэрэглэгчийн максимум тоотой харгалзана. Энэ тоонд холбогдсон болон ирээдүйд холбогдож болох суурин телефон хэрэглэгчүүдийн тоо, мөн станцын техник ашиглалтад зориулагдан ашиглагдах шалгалтын дугааруудын тоо хамрагдана. ","50","lkhagbasuren_tc@yahoo.com","2015-11-18 22:08:52"
"779","716","тоон холболтын станцад холбогдох суурин телефон хэрэглэгчийн эзлэх хувь","Энэ үзүүлэлт нь суурин телефон утасны шугамаас тоон телефон  станц руу холбогдсон тоог суурин телефон  шугамын нийт тоонд харьцуулсан харьцаагаар тодорхойлогдоно. Өөрөөр хэлбэл, тоон сүлжээний төгсгөлийн цэгийн эзлэх хувь. ","50","lkhagbasuren_tc@yahoo.com","2015-11-18 22:26:15"
"1107","1048","шилжмэл шуугиан, шилжсэн шуугиан, холилдсон шуугиан, саад",,"50","lkhagbasuren_tc@yahoo.com","2015-12-07 20:29:49"
